# BEAST v1.7.1, r4860
# Generated Wed Apr 25 18:31:05 UTC 2012 [seed=1335378651837]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	clock.rate	treeLikelihood	coalescent
0	-169485.64450815876	488.028368173923	-169973.67287633268	0.2	0.2	1.0	-169973.67287633268	486.4189302614889
1000	-117422.64841409418	-4069.94201386487	-113352.7064002293	3.56702172697776	1.2232061872122069	1.0	-113352.7064002293	-4069.7405384310323
2000	-87454.99775476288	-4207.612176675717	-83247.38557808717	44.79873443046407	47.3896922732979	1.0	-83247.38557808717	-4203.753771933253
3000	-83522.39119715942	-4457.5638345582465	-79064.82736260118	271.12242298657054	220.60516781725417	1.0	-79064.82736260118	-4452.167460025513
4000	-81929.63507615813	-4446.587700188155	-77483.04737596997	436.3805863946853	216.1690877426965	1.0	-77483.04737596997	-4441.211639273087
5000	-80499.17036493699	-4416.840708561757	-76082.32965637524	223.42051759273372	206.55982245928928	1.0	-76082.32965637524	-4411.510118494171
6000	-79058.42023923031	-4379.072641253287	-74679.34759797703	534.3225406007444	194.09314466416293	1.0	-74679.34759797703	-4373.804303082313
7000	-78327.72859873234	-4393.9053120031485	-73933.8232867292	797.078275946661	209.8729474421515	1.0	-73933.8232867292	-4388.558809667705
8000	-77486.70786048746	-4402.742419768349	-73083.96544071911	520.0715144503305	215.86728339666908	1.0	-73083.96544071911	-4397.367755978222
9000	-76458.99003832019	-4394.214359406014	-72064.77567891417	260.902198059982	199.49252478559708	1.0	-72064.77567891417	-4388.918582640133
10000	-75789.0004407288	-4376.734232122453	-71412.26620860635	459.23426255492706	201.07988974282992	1.0	-71412.26620860635	-4371.430529831954
11000	-75376.25165467337	-4370.619528078423	-71005.63212659495	305.2299570647344	205.36593904548775	1.0	-71005.63212659495	-4365.294734622112
12000	-74959.4523704075	-4393.598468042682	-70565.85390236482	159.52222581607862	201.79470762116264	1.0	-70565.85390236482	-4388.291217160968
13000	-74369.24839947138	-4377.092487761115	-69992.15591171027	213.2946277775559	192.9137239896577	1.0	-69992.15591171027	-4371.830244698116
14000	-73911.24789631648	-4392.95420230326	-69518.29369401322	130.33302370390703	207.06886603274035	1.0	-69518.29369401322	-4387.621150879174
15000	-73442.41543206885	-4397.710836350166	-69044.7045957187	176.51946121990198	209.44120922749914	1.0	-69044.7045957187	-4392.366393274398
16000	-73103.1826622488	-4405.617312677862	-68697.56534957094	185.60583881685042	197.60607963264556	1.0	-68697.56534957094	-4400.33103712565
17000	-72753.23364086816	-4394.546734889542	-68358.68690597861	72.20609411185183	199.92089225066408	1.0	-68358.68690597861	-4389.248813139987
18000	-72182.3317679551	-4396.921519320131	-67785.41024863496	96.47310084981986	207.40308697173262	1.0	-67785.41024863496	-4391.586855140301
19000	-71902.1437954294	-4408.356813305511	-67493.78698212389	290.2572615234989	194.72483715526403	1.0	-67493.78698212389	-4403.085225834986
20000	-71560.28357487707	-4384.637436285901	-67175.64613859117	75.34762718446349	189.74001392438078	1.0	-67175.64613859117	-4379.391781498549
21000	-71261.46340209435	-4414.565199067197	-66846.89820302716	126.6837253533967	205.04913539210116	1.0	-66846.89820302716	-4409.241949431938
22000	-71014.57002807652	-4402.405683149218	-66612.1643449273	177.77589379000986	208.1750989155541	1.0	-66612.1643449273	-4397.067303601941
23000	-70763.13306602383	-4409.648581771921	-66353.48448425191	407.2800006894921	192.84651860235905	1.0	-66353.48448425191	-4404.38668713979
24000	-70485.2430284681	-4402.235621751176	-66083.00740671693	381.5773418800537	200.47163882919128	1.0	-66083.00740671693	-4396.934948966658
25000	-70362.79663235534	-4403.047065450632	-65959.7495669047	565.3333997658573	198.61837175429886	1.0	-65959.7495669047	-4397.755680196983
26000	-70069.72949888346	-4405.734564824279	-65663.99493405918	307.7689034433319	219.1846298144829	1.0	-65663.99493405918	-4400.344650391123
27000	-69811.69743440623	-4401.414108771899	-65410.28332563433	375.7150071542257	195.49243653217852	1.0	-65410.28332563433	-4396.138587081037
28000	-69642.79245708982	-4402.242707563002	-65240.54974952682	513.7338257888568	199.00373609498894	1.0	-65240.54974952682	-4396.949383964107
29000	-69461.35376848887	-4400.742134884966	-65060.61163360391	260.9945349205306	197.46728418526317	1.0	-65060.61163360391	-4395.456561964041
30000	-69310.09275305661	-4399.4589292038245	-64910.63382385279	493.03309973565325	208.21533760925917	1.0	-64910.63382385279	-4394.120356382685
31000	-69079.99057773146	-4391.919628588825	-64688.07094914264	541.2716923984492	211.58029736265226	1.0	-64688.07094914264	-4386.5650240058285
32000	-68903.01865093611	-4388.5927888907445	-64514.42586204537	287.04316923716306	209.70096379878282	1.0	-64514.42586204537	-4383.247106356764
33000	-68766.11575339043	-4415.476469708554	-64350.639283681885	239.35063934339195	178.72958527231197	1.0	-64350.639283681885	-4410.290595741769
34000	-68454.92513299777	-4399.643840167177	-64055.28129283059	249.29958337944268	210.95318133879474	1.0	-64055.28129283059	-4394.292203947712
35000	-68306.48666347373	-4401.004353963717	-63905.48230951001	275.59151853772494	185.75088408707308	1.0	-63905.48230951001	-4395.7799475205775
36000	-68144.62302482981	-4387.008489388071	-63757.61453544173	668.8441463749515	192.19115338814467	1.0	-63757.61453544173	-4381.749998920752
37000	-67978.58887511815	-4381.677669123216	-63596.911205994926	426.1439763161283	201.66475015373535	1.0	-63596.911205994926	-4376.371062457269
38000	-67879.82147206205	-4375.050329987495	-63504.771142074555	521.9918688255865	200.15942192236074	1.0	-63504.771142074555	-4369.751215828859
39000	-67690.81871998923	-4379.861115815625	-63310.95760417361	910.4032378459551	199.4494520698467	1.0	-63310.95760417361	-4374.565554984483
40000	-67593.11297234807	-4390.232867458684	-63202.88010488938	340.9526777330871	198.11576776475093	1.0	-63202.88010488938	-4384.944015913171
41000	-67410.33026699758	-4387.459653335923	-63022.87061366165	496.57661699596247	192.67634570670708	1.0	-63022.87061366165	-4382.198641519948
42000	-67227.426941722	-4368.366557165331	-62859.06038455668	609.4047385385509	200.10070018661554	1.0	-62859.06038455668	-4363.067736424564
43000	-67020.7282886396	-4361.6790726688505	-62659.04921597075	119.62781414482276	195.7736843409159	1.0	-62659.04921597075	-4356.402113348497
44000	-66946.46625543036	-4367.389008653459	-62579.077246776906	213.7208242317421	199.9229952194534	1.0	-62579.077246776906	-4362.091076384955
45000	-66829.44507191131	-4364.141598265555	-62465.30347364575	152.64976802624426	193.53455706066126	1.0	-62465.30347364575	-4358.87614217957
46000	-66689.67321069796	-4362.258734882389	-62327.414475815574	175.6073227945977	181.0866680191747	1.0	-62327.414475815574	-4357.05975913689
47000	-66513.83772891462	-4360.5803842609375	-62153.25734465368	281.88862403122914	188.33122324222623	1.0	-62153.25734465368	-4355.342182022546
48000	-66407.42786713324	-4345.422350233589	-62062.00551689965	81.1164828963845	189.42581797709434	1.0	-62062.00551689965	-4340.17835274757
49000	-66296.0711271751	-4351.148733657605	-61944.9223935175	160.86903237412193	183.60751790782408	1.0	-61944.9223935175	-4345.935933233046
50000	-66136.22376321853	-4353.702295429915	-61782.52146778862	107.64823889403407	197.13830967643182	1.0	-61782.52146778862	-4348.418389867943
51000	-65980.963753935	-4346.291070701724	-61634.67268323327	250.01307510418044	182.09469063990906	1.0	-61634.67268323327	-4341.086543871704
52000	-65817.35616670047	-4336.890114797451	-61480.46605190302	221.92364754317646	191.85201971143746	1.0	-61480.46605190302	-4331.6333904532585
53000	-65769.3594591553	-4340.218853013224	-61429.14060614208	53.18256490983717	184.6164512395619	1.0	-61429.14060614208	-4335.000572576819
54000	-65642.78782971318	-4341.795127102074	-61300.99270261111	165.21771833207038	184.087530825927	1.0	-61300.99270261111	-4336.579715746569
55000	-65421.54819133325	-4337.579630233952	-61083.9685610993	448.43020989464145	182.49932760968625	1.0	-61083.9685610993	-4332.372883745267
56000	-65296.800829703636	-4340.495946506135	-60956.3048831975	303.69692203574357	194.6710210945111	1.0	-60956.3048831975	-4335.224635443588
57000	-65229.590098685374	-4340.482307964494	-60889.10779072088	417.69284890551125	191.9517297605588	1.0	-60889.10779072088	-4335.2250640315715
58000	-65082.77583644931	-4325.737997038726	-60757.03783941059	234.49671806661598	179.34592068041167	1.0	-60757.03783941059	-4320.548680580027
59000	-64934.485399648205	-4328.137916736166	-60606.34748291204	358.00304578504796	169.4633023449822	1.0	-60606.34748291204	-4323.005280338125
60000	-64823.45265952823	-4331.105122492757	-60492.34753703547	168.06473029727783	194.11141104194266	1.0	-60492.34753703547	-4325.83669021481
61000	-64704.79906208942	-4316.909674135683	-60387.889387953735	130.13967583439182	179.86079332968103	1.0	-60387.889387953735	-4311.717490954389
62000	-64571.12887796917	-4319.5269035068	-60251.60197446237	441.25286574188715	173.43882256974413	1.0	-60251.60197446237	-4314.371078577261
63000	-64514.57790107322	-4326.6907582420345	-60187.88714283119	301.7524431892717	184.62859319482493	1.0	-60187.88714283119	-4321.4724120392475
64000	-64364.493934037346	-4312.060587035667	-60052.43334700168	171.66754313731082	181.91701186449515	1.0	-60052.43334700168	-4306.857036431346
65000	-64259.097075043544	-4319.235457698135	-59939.86161734541	319.58226532082637	188.4336455206311	1.0	-59939.86161734541	-4313.996711766372
66000	-64178.383578183275	-4305.574433461883	-59872.809144721396	131.79963242769648	183.43157966609039	1.0	-59872.809144721396	-4300.362591726775
67000	-64110.018602807286	-4316.3354362012005	-59793.68316660608	385.48286845278767	186.47127787956722	1.0	-59793.68316660608	-4311.107158979985
68000	-64036.4443995161	-4304.572329367026	-59731.872070149075	364.37903223821735	185.60495552872246	1.0	-59731.872070149075	-4299.348708846984
69000	-63939.91218662258	-4293.312706634316	-59646.59947998827	101.16252783933166	168.7219843504343	1.0	-59646.59947998827	-4288.18445433701
70000	-63822.04449275826	-4284.378820174272	-59537.665672583986	181.36224053149982	169.99423981099838	1.0	-59537.665672583986	-4279.24305562126
71000	-63762.28448768838	-4302.447542084071	-59459.836945604315	179.9245526709984	185.02565808739158	1.0	-59459.836945604315	-4297.227047576245
72000	-63639.829277780074	-4289.339922250437	-59350.48935552964	74.84173644190928	166.1361536888286	1.0	-59350.48935552964	-4284.227114595318
73000	-63509.949224852884	-4292.0126445067635	-59217.93658034612	75.25013102951023	175.6313944199196	1.0	-59217.93658034612	-4286.84425705783
74000	-63377.584946512114	-4298.502247278173	-59079.08269923394	154.6221450844964	181.7130684985413	1.0	-59079.08269923394	-4293.2998183818645
75000	-63274.90869162782	-4287.753171203094	-58987.15552042473	645.9102088609915	172.51911906232615	1.0	-58987.15552042473	-4282.602663137621
76000	-63144.430232304796	-4292.720186596192	-58851.710045708605	413.80878627962886	189.0332704083161	1.0	-58851.710045708605	-4287.478263562719
77000	-63042.69929462892	-4275.242301926893	-58767.45699270203	228.69959890700892	167.79290186312406	1.0	-58767.45699270203	-4270.119571434928
78000	-63013.67474931663	-4280.3511320533335	-58733.3236172633	49.20361882492455	171.8161780216148	1.0	-58733.3236172633	-4275.204706880454
79000	-62911.606610354625	-4277.098203216806	-58634.50840713782	72.1819295249756	174.72375399133276	1.0	-58634.50840713782	-4271.934997038724
80000	-62817.87886267258	-4272.681731927771	-58545.19713074481	310.1045515387846	166.73153016913543	1.0	-58545.19713074481	-4267.565347012713
81000	-62765.377329856	-4277.851429611765	-58487.52590024423	569.2847339924343	166.54628392813794	1.0	-58487.52590024423	-4272.736156359423
82000	-62709.46884294758	-4281.8031403410505	-58427.66570260653	352.7515439333339	169.65195057432507	1.0	-58427.66570260653	-4276.669391352249
83000	-62563.90110202097	-4263.198936440464	-58300.70216558051	691.0955434717358	169.76566212442825	1.0	-58300.70216558051	-4258.064517412453
84000	-62489.87654185521	-4258.700075062161	-58231.17646679305	545.4957488985735	162.3674082901255	1.0	-58231.17646679305	-4253.610213342443
85000	-62408.75510396149	-4255.779777018875	-58152.975326942615	110.74269923167716	166.90118037743855	1.0	-58152.975326942615	-4250.6623751158695
86000	-62345.90366525523	-4255.881792546181	-58090.02187270905	176.9337175477161	160.5123337374134	1.0	-58090.02187270905	-4250.803421760847
87000	-62276.40418563573	-4247.899994724297	-58028.50419091143	308.9514885191726	167.97973989429408	1.0	-58028.50419091143	-4242.776151348034
88000	-62208.67119876852	-4259.902344584941	-57948.76885418358	370.9588646335671	160.4956447769806	1.0	-57948.76885418358	-4254.824077778085
89000	-62129.973635893235	-4252.651383640579	-57877.322252252656	195.94372256018718	169.56287067389252	1.0	-57877.322252252656	-4247.518159864102
90000	-61993.9712781507	-4245.44343264443	-57748.527845506265	349.6446326541567	159.59961653462148	1.0	-57748.527845506265	-4240.370764362082
91000	-61972.71321085957	-4253.78088754352	-57718.93232331605	32.13128239853949	161.2464778002893	1.0	-57718.93232331605	-4248.697953431182
92000	-61908.31253023961	-4243.396839135866	-57664.91569110374	115.93247587615774	172.47591015720295	1.0	-57664.91569110374	-4238.246581560409
93000	-61754.5258958988	-4244.607318039243	-57509.91857785956	356.9856146661133	146.38607715617584	1.0	-57509.91857785956	-4239.621070543631
94000	-61668.0689929033	-4223.930839971878	-57444.138152931424	130.03192335052913	155.0097051601592	1.0	-57444.138152931424	-4218.887352242983
95000	-61566.27601314448	-4241.248090939815	-57325.02792220467	411.94383067406517	156.03714910682854	1.0	-57325.02792220467	-4236.197996825615
96000	-61503.64869590454	-4245.620548607178	-57258.028147297366	437.45893350246337	160.39918326492224	1.0	-57258.028147297366	-4240.542883003623
97000	-61424.64638867255	-4239.8442083936	-57184.802180278944	227.515843290954	161.5666110857614	1.0	-57184.802180278944	-4234.759290883429
98000	-61344.711728692084	-4228.260512891416	-57116.45121580067	67.2012627500665	159.9360317960228	1.0	-57116.45121580067	-4223.185738957399
99000	-61282.21575503844	-4234.0564022254475	-57048.159352812996	464.3414576641791	164.93325539018556	1.0	-57048.159352812996	-4228.950861346171
100000	-61118.649378663154	-4229.459267753708	-56889.19011090945	260.80254976767094	171.31484191094847	1.0	-56889.19011090945	-4224.315764709336
101000	-61045.93918333908	-4218.332495886492	-56827.606687452586	54.94457364947213	162.35071202143973	1.0	-56827.606687452586	-4213.242737002234
102000	-60957.161525184005	-4225.937583081338	-56731.22394210267	140.49482631291988	164.1546345306258	1.0	-56731.22394210267	-4220.836774204279
103000	-60899.7517737644	-4221.567991327807	-56678.183782436594	47.940728291808824	157.35592956944876	1.0	-56678.183782436594	-4216.509481021058
104000	-60815.70146199419	-4216.567054990592	-56599.1344070036	55.35603885846188	158.19056495695582	1.0	-56599.1344070036	-4211.5032545770055
105000	-60762.80018967001	-4223.077588475798	-56539.72260119421	330.5198160201498	161.23416543165249	1.0	-56539.72260119421	-4217.994730723817
106000	-60725.48698785517	-4213.1912162384015	-56512.295771616766	547.4831658422802	162.97917943937378	1.0	-56512.295771616766	-4208.097593779254
107000	-60628.73421136161	-4204.411503822235	-56424.32270753937	138.5240128922714	155.90615718568665	1.0	-56424.32270753937	-4199.362249552495
108000	-60601.24551832922	-4213.832504224799	-56387.41301410442	155.9818885801397	156.36025938550344	1.0	-56387.41301410442	-4208.780341524976
109000	-60529.34511687139	-4208.6627519511485	-56320.68236492024	46.56962723024349	157.615120222464	1.0	-56320.68236492024	-4203.602595837829
110000	-60433.82995931141	-4204.937293936567	-56228.89266537485	11.270564439130242	159.17194592220312	1.0	-56228.89266537485	-4199.867308897767
111000	-60321.63440317608	-4203.91348547122	-56117.720917704864	36.875086699525426	158.57380468688442	1.0	-56117.720917704864	-4198.847265341569
112000	-60275.625252088656	-4201.5602311400935	-56074.06502094856	24.44403283826089	161.6360940868214	1.0	-56074.06502094856	-4196.4748836644485
113000	-60196.55143277487	-4193.196142790738	-56003.35528998413	444.6235169435755	155.29090022575372	1.0	-56003.35528998413	-4188.150842657112
114000	-60176.97063789485	-4203.329581719388	-55973.64105617546	100.70625706669915	150.36401661530653	1.0	-55973.64105617546	-4198.316522587726
115000	-60089.172752715924	-4180.482696947491	-55908.690055768435	101.45160652971873	146.2719484339322	1.0	-55908.690055768435	-4175.497229397877
116000	-59941.582104738	-4192.529893576652	-55749.052211161346	145.27769650862183	163.155391728822	1.0	-55749.052211161346	-4187.4351905064805
117000	-59849.28432004302	-4174.434315184679	-55674.850004858345	38.52944923155593	140.95758578023091	1.0	-55674.850004858345	-4169.485856149622
118000	-59835.64657566819	-4191.167196441529	-55644.47937922666	203.81379616653044	148.0704799663721	1.0	-55644.47937922666	-4186.169508065131
119000	-59785.49212108026	-4189.997363357623	-55595.494757722634	3.003772527559427	136.69644680779706	1.0	-55595.494757722634	-4185.079600606859
120000	-59702.90140545003	-4178.3457220152895	-55524.55568343474	2.8215097295063023	155.9595278444803	1.0	-55524.55568343474	-4173.296125478594
121000	-59665.393877756054	-4172.159851707262	-55493.23402604879	1.9039261144257047	153.91339269451333	1.0	-55493.23402604879	-4167.123461648146
